YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2020,2020,Northeast,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,9001,TCC01,Q30,5064,HIS,0
2015,2015,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,9002,TCC04,Q42,65PLUS,FEMALE,1
2022,2022,Virginia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,51,TCC01,Q30,5064,MALE,0
2021,2021,Maryland,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",24,TCC04,Q42,5064,WHT,1
2020,2020,Utah,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",49,TCC04,Q42,5064,WHT,1
2019,2022,New Mexico,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,Hispanic,35,TCC01,Q30,AGE_OVERALL,HIS,0
2020,2020,Maine,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,23,TCC04,Q42,AGE_OVERALL,OVERALL,1
2015,2015,Virginia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,51,TCC04,Q42,AGE_OVERALL,OVERALL,1
2019,2019,Florida,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",12,TCC01,Q30,AGE_OVERALL,BLK,0
2016,2016,New York,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,36,TCC03,Q41,5064,MALE,0
2020,2020,Washington,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,53,TCC03,Q41,AGE_OVERALL,MALE,0
2019,2019,Northeast,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,9001,TCC01,Q30,5064,OVERALL,0
2015,2015,Illinois,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,17,TCC04,Q42,AGE_OVERALL,MALE,1
2017,2017,West,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Male,9004,TCC02,Q31,AGE_OVERALL,MALE,1
2019,2019,Mississippi,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Male,28,TCC02,Q31,65PLUS,MALE,1
2015,2015,Oregon,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,,,41,TCC04,Q42,5064,OVERALL,1
2021,2021,Pennsylvania,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",42,TCC01,Q30,5064,BLK,0
2020,2020,Arizona,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,,,4,TCC01,Q30,65PLUS,OVERALL,0
2020,2020,Hawaii,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,15,TCC04,Q42,5064,FEMALE,1
2019,2022,Georgia,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",13,TCC03,Q41,5064,WHT,1
2017,2017,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Female,59,TCC02,Q31,65PLUS,FEMALE,1
2020,2020,New Hampshire,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,,,33,TCC01,Q30,AGE_OVERALL,OVERALL,0
2022,2022,Michigan,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,26,TCC03,Q41,AGE_OVERALL,FEMALE,1
2015,2015,Northeast,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,9001,TCC04,Q42,AGE_OVERALL,OVERALL,1
2019,2022,New Hampshire,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,33,TCC04,Q42,65PLUS,FEMALE,1
2018,2018,"United States, DC & Territories",BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,Hispanic,59,TCC03,Q41,AGE_OVERALL,HIS,1
2019,2019,West,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",9004,TCC04,Q42,5064,WHT,1
2017,2017,West,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",9004,TCC01,Q30,65PLUS,BLK,0
2019,2019,Ohio,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,39,TCC04,Q42,65PLUS,MALE,0
2019,2019,South Carolina,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,45,TCC03,Q41,65PLUS,FEMALE,0
